S1M1	S2M1	S3M1	S4M1	S5M1	S6M1	S7M1	S8M1	S1M2	S2M2	S3M2	S4M2	S5M2	S6M2	S7M2	S8M2	S1M3	S2M3	S3M3	S4M3	S5M3	S6M3	S7M3	S8M3	S1M4	S2M4	S3M4	S4M4	S5M4	S6M4	S7M4	S8M4	S1M5	S2M5	S3M5	S4M5	S5M5	S6M5	S7M5	S8M5	S1M6	S2M6	S3M6	S4M6	S5M6	S6M6	S7M6	S8M6	S1M7	S2M7	S3M7	S4M7	S5M7	S6M7	S7M7	S8M7	S1M8	S2M8	S3M8	S4M8	S5M8	S6M8	S7M8	S8M8	y
-14	4	-2	-6	0	-12	-4	-14	3	14	3	0	-7	-12	1	-2	24	-16	-3	-1	-22	-14	-3	0	-15	-19	1	4	12	31	2	-2	30	21	3	-2	-10	-12	-3	9	-11	-12	-6	-3	6	13	0	-8	10	-8	-9	-2	-52	-37	-3	2	-1	30	8	0	25	1	-1	-7	papel
2	-9	1	6	-3	10	-44	-17	-30	25	6	7	17	-4	-22	3	35	-17	-23	-13	-8	-5	6	-18	0	11	15	-7	10	6	76	7	5	-8	2	3	0	2	-21	6	-12	-1	-4	0	-8	6	10	-35	-29	-6	-3	6	5	-13	-10	-1	-17	11	12	18	7	0	-82	-3	piedra
-10	-3	-5	-6	-2	-13	-1	1	4	-3	-2	0	13	22	-1	4	8	-1	-1	-2	10	0	2	0	6	-2	-7	-5	2	1	-11	-6	7	6	10	10	-42	-39	3	0	-17	-3	-1	4	-10	-35	0	1	-2	2	-4	-9	7	-2	-2	-12	5	-5	-5	-5	18	28	2	2	tijeras
-3	21	6	6	8	-15	-1	-6	-8	-12	-6	-9	26	-9	-2	7	2	18	-5	1	-25	2	-3	-18	-5	-8	4	-4	-11	0	-3	1	1	-6	2	1	-1	-20	5	20	5	21	1	0	-1	50	2	-4	-7	12	5	2	17	0	3	-3	2	-26	-10	-4	-3	5	-1	-2	papel
-1	1	1	-4	5	-1	4	4	4	-1	-3	-6	-6	1	1	12	0	-4	-4	-2	-12	-25	-77	-32	-14	1	-4	-9	1	10	64	22	-22	-6	-3	6	10	-2	-1	5	49	4	5	6	4	12	46	27	0	-2	1	3	8	21	-10	5	2	4	1	-6	-8	-21	-105	-30	piedra
-5	0	-1	1	-9	3	1	12	7	2	1	1	-1	4	35	1	-5	-4	-3	-5	-6	-13	-56	-10	-5	-3	-1	4	1	-13	-55	-28	5	4	9	14	16	8	94	24	4	-4	-8	-19	-9	6	-27	14	-3	-3	-3	0	1	-11	-5	-12	2	1	-1	0	-1	8	15	10	piedra
18	-1	-6	-5	18	26	1	11	-9	4	0	-1	0	11	-2	-6	-24	-12	0	1	8	-4	-2	-7	-1	-2	1	0	-10	-5	-4	-7	9	-2	-3	-2	2	-2	3	2	-2	-2	-4	-3	15	0	2	4	0	4	-4	-3	13	35	0	-4	7	1	2	2	-39	-44	-2	1	tijeras
8	4	-3	-1	1	-1	-3	2	-2	-3	-4	-4	12	27	-1	-5	4	9	8	10	-63	-82	5	16	-13	-13	1	4	13	9	-4	-19	3	1	0	-3	-6	-14	3	11	-2	2	0	-1	-1	13	0	0	-8	-6	-3	-6	19	46	0	-8	-3	4	2	5	-31	-33	0	12	tijeras
14	-4	-3	-6	-13	11	-1	-5	-7	1	2	6	33	-5	0	-3	-13	1	-2	-4	6	6	-2	1	-2	-3	-1	0	6	-33	-1	-2	-16	-8	-2	0	1	13	1	-2	8	4	3	-2	-55	-17	3	-7	3	2	-3	-4	32	6	-6	-4	-14	-10	2	3	-6	-7	-3	7	tijeras
-18	-7	-2	-2	-5	3	0	-4	-19	-7	0	0	-6	-16	-5	-17	-35	-2	-3	-2	-7	-5	-3	1	98	9	4	5	2	3	8	35	-20	0	2	3	27	14	-5	-27	8	-3	-3	-7	2	6	0	23	0	-7	-3	1	-26	-2	0	-10	-24	1	7	12	12	-9	4	-7	tijeras
1	2	-1	2	-6	-7	0	-3	11	-4	-1	0	30	18	2	3	-27	-5	-2	-5	-12	4	-3	-7	-8	-4	1	10	22	24	4	0	10	2	-3	-4	16	27	-1	-3	3	6	7	5	-69	-68	-4	-3	-20	-5	-2	-3	39	9	5	1	-2	-1	-7	-10	-27	11	0	0	tijeras
-12	-8	-5	-5	45	45	-2	-4	-12	-1	1	-1	-12	1	1	1	9	2	2	3	7	-15	-2	-2	-9	-6	0	-2	-22	-7	-2	5	4	8	-2	-5	-6	-10	1	-13	-10	-3	-1	2	34	47	1	-13	-16	-1	0	5	-1	-26	4	-1	3	4	3	3	-27	-28	-1	0	tijeras
0	-1	-1	-2	10	-10	0	4	0	0	0	1	0	7	-8	-2	-10	1	0	0	-13	-41	-3	-8	1	-2	-4	3	22	73	4	-12	-5	0	0	-5	-14	-32	2	28	1	2	3	4	-13	20	3	2	0	1	-1	-2	-13	-31	1	-2	-1	-2	-2	-4	13	17	4	4	ok
-6	-4	-4	-7	5	25	0	5	2	-2	1	1	-6	-8	-4	-9	-8	-1	-3	-4	5	-11	7	-5	-2	-2	-3	-1	-6	-23	-8	24	6	0	0	-4	-10	8	6	-22	-13	1	1	3	9	6	9	25	4	-1	-1	0	6	25	-5	-4	-1	0	-4	-5	-4	-39	-2	-5	ok
4	1	-3	-2	-14	-32	1	-1	-10	-5	-2	-2	31	57	3	-8	-13	0	0	-1	-38	-58	-3	-6	17	1	-3	0	53	81	3	-4	-18	3	4	7	-7	12	5	-12	6	-1	-2	-6	-22	-35	-8	4	-4	-3	-4	-2	19	-1	-7	-6	7	2	3	5	-2	21	14	6	ok
-18	-7	-2	-2	6	68	27	7	29	11	4	0	-7	14	5	19	-9	3	-11	-14	9	-39	-28	2	13	6	0	1	4	31	5	-11	-12	-16	-9	0	4	-12	-1	-5	-6	-5	-6	0	1	-62	2	-1	19	0	1	-2	8	99	6	-6	8	7	1	-1	-7	-15	0	10	ok
-26	-4	2	1	19	-8	-11	-19	11	0	-1	-8	1	14	-10	3	-4	1	2	2	-10	-1	-23	15	9	-1	-1	0	-38	-4	24	-19	-13	-3	-3	-16	31	2	8	-2	13	-1	-3	9	6	-6	-5	2	-12	1	-1	-4	4	6	7	-6	-24	0	1	10	2	0	-4	4	piedra
4	1	0	2	0	-6	-2	-5	1	-3	0	-2	-3	8	1	-5	-18	3	-1	0	-5	-5	-3	-4	-15	-12	-3	3	31	38	7	9	-19	8	4	-2	-31	-26	-2	-1	37	4	5	1	-16	-17	-4	5	4	-3	-4	-2	18	18	-1	-4	4	2	-2	-3	-10	-15	0	-3	tijeras
11	4	-8	-8	-38	-7	-5	4	13	39	11	0	41	13	0	10	-1	5	-1	3	-9	-39	5	12	-41	24	19	2	-31	-29	-5	-11	-24	-64	-29	-3	7	20	0	10	12	72	3	-5	-5	14	2	14	-4	18	5	-13	5	13	3	-8	16	6	3	7	28	7	-1	10	papel
10	13	-4	-13	-3	-7	-8	-10	-11	-17	-7	-2	9	-6	-2	5	6	-10	10	5	-5	5	2	3	-6	14	-6	2	-5	-32	-4	-15	5	-16	0	-3	2	27	7	10	-1	-3	0	4	4	-2	-2	-2	7	-3	-8	-2	-8	24	1	1	-5	1	3	1	3	-19	-1	6	papel
11	-5	2	0	-10	-65	-1	1	-21	-16	-1	11	22	36	1	10	8	-28	-5	0	-30	-25	2	8	-11	1	-3	-8	5	15	3	-18	55	95	3	-9	-16	-13	-1	-2	-43	-106	-17	11	21	16	6	12	-41	-14	-5	-6	-25	-25	-25	-27	17	-34	4	1	62	42	4	11	papel
6	7	6	7	-29	24	6	32	-20	-6	-6	-3	42	11	-6	-10	4	-10	-14	-9	-16	6	2	-12	-19	-2	6	1	4	-10	0	15	30	13	3	-5	-11	-2	4	9	-8	-13	2	1	3	-10	-14	-3	39	22	4	2	-11	14	-3	1	-12	-4	-8	-7	13	13	-2	-12	papel
-7	-3	-2	0	-13	-11	-2	1	7	2	-1	-2	23	14	-4	-2	2	-3	-1	3	6	-6	5	0	-25	-4	-1	-2	5	-6	1	-5	18	3	-2	-2	-13	6	2	8	14	1	-1	-3	29	13	4	6	-7	0	-2	2	-5	11	-7	-4	2	0	0	0	-1	-1	2	5	tijeras
29	-19	-18	0	8	30	8	-7	-75	19	21	-5	-9	1	4	-7	26	10	-2	-3	11	-35	-4	-15	0	11	7	-1	-18	35	-5	24	-8	-31	-6	5	29	-36	0	-20	43	7	-5	0	10	9	0	41	-13	12	-1	-1	-9	-28	3	-12	-8	16	0	-1	8	16	8	30	papel
-5	1	0	1	-23	-48	4	8	0	0	-1	6	22	-17	-7	-15	-3	-7	-11	-10	-39	-64	-17	-8	-4	4	3	3	4	8	15	7	-11	-2	1	3	5	32	7	-3	26	0	-2	-3	-7	-7	-5	8	-2	-1	-3	-3	-4	-22	-10	-5	0	0	0	-3	1	-7	0	10	ok
3	-1	-2	3	-6	5	-11	0	-6	-1	3	5	-7	-29	-20	4	7	-9	-7	-7	3	11	-12	-4	-17	4	1	2	-2	3	-14	-3	-34	-9	-10	-9	-21	-20	-24	-17	39	4	1	-5	11	11	22	13	-1	3	2	4	6	-12	3	-6	11	6	2	2	6	11	40	19	piedra
10	1	-2	-3	3	12	0	11	-23	-2	0	2	0	-11	-44	-16	2	-1	0	0	-13	-32	-36	-33	10	-2	1	5	18	36	39	76	-7	0	2	-1	2	10	66	-8	-10	-5	-7	-12	2	4	4	1	8	-2	1	3	-1	-13	-65	-4	-13	-5	-3	-2	-12	-19	-66	-28	piedra
-1	-1	1	1	8	41	-3	-2	2	-2	0	-2	-12	-19	1	10	6	-1	-1	-2	10	-3	3	0	-4	1	2	-2	4	-5	-9	-1	0	-2	-1	2	6	-6	-2	-7	0	-2	-8	-12	-4	2	6	-2	-2	-5	-5	-7	-4	-8	-12	-7	-1	1	-5	3	2	11	5	-1	ok
-24	-7	-4	-6	9	4	0	7	23	1	-6	-4	53	68	-3	-2	-5	1	-1	0	-10	1	1	-5	6	5	4	2	-23	-37	-2	-1	-7	-9	-5	-5	-3	31	-1	-6	-26	8	-1	3	40	29	-2	-7	2	-13	6	7	-27	-47	-4	4	-5	2	-1	-4	-13	-37	-1	-6	tijeras
-4	-3	-3	-4	-13	-42	-2	-8	4	-3	-6	-4	-3	2	-2	-2	-14	-3	-5	-4	-4	-10	0	0	10	4	5	6	13	31	4	-7	3	1	-2	-5	-37	-56	-6	4	-11	-4	-4	4	65	70	3	-4	26	1	-1	1	8	-3	-4	0	-9	0	3	2	-14	22	8	-21	ok
30	10	7	2	-56	-82	-3	1	7	-5	-6	-5	23	24	-5	7	-27	-5	-3	-5	-3	22	1	-1	8	0	-5	0	30	47	-1	-4	-3	0	-1	1	23	16	-9	-9	-1	-3	-3	0	-33	-13	-3	-8	16	12	4	3	9	8	-1	-17	-12	-8	2	-3	-20	-46	9	37	tijeras
-8	-3	-3	-1	-18	-27	-1	2	10	3	1	-3	8	3	-4	4	-29	-7	0	0	-15	-13	-3	-22	-5	0	1	1	-6	-16	1	11	10	0	0	-4	-3	7	-1	-4	-6	1	0	1	7	6	2	-5	14	0	0	0	11	23	0	5	-16	2	-2	-5	-1	-7	0	-8	tijeras
18	3	-7	-21	0	-1	2	27	4	5	1	6	2	-12	-41	-18	-37	-7	3	9	-12	-9	-61	-15	20	-1	-8	-14	18	21	105	42	-22	0	-8	-1	-14	-32	-43	-24	20	-1	2	-7	16	19	-26	26	-30	-5	-3	2	-10	1	-7	-44	-21	2	5	9	2	-7	32	22	piedra
-2	0	0	-1	-37	-60	0	7	17	2	1	-3	29	90	9	8	-6	-3	-3	-4	1	-59	-7	0	0	-3	-1	1	24	68	4	4	-12	0	1	1	0	15	-2	-3	0	1	0	1	4	3	8	9	-8	-2	3	2	-3	-9	-7	-5	10	-3	-6	-3	7	-47	-11	4	ok
0	-1	-3	4	50	40	2	2	-1	-1	0	-2	-18	-23	-5	6	6	2	2	3	-13	6	5	-5	-6	-6	-5	-4	7	5	-14	-4	-1	-2	-2	-4	-12	-10	-4	-2	0	1	-1	2	13	11	5	10	-4	-2	-4	0	15	9	5	7	6	-1	-1	-2	-14	-7	-1	3	ok
53	-2	-1	-1	-20	-9	-2	38	4	0	-1	-2	9	-1	-13	-14	-3	1	-1	-7	-11	-5	6	5	17	-1	0	6	19	7	-2	6	-26	1	-1	0	-13	3	21	8	-3	-2	-2	-1	-2	0	-39	-5	-5	-1	2	6	1	-15	35	-11	6	-1	0	-3	3	18	30	13	piedra
90	13	11	23	-30	-10	2	-11	-58	-19	-3	-2	31	-17	16	7	-4	5	-11	-18	13	13	-16	-21	-16	-3	-7	4	-12	-4	-4	-27	6	-9	-9	-16	-10	-16	1	13	36	11	7	14	-14	-13	2	18	-39	-8	-4	-1	-23	-73	-62	-23	41	5	1	-5	15	60	38	27	ok
4	4	7	14	-1	-2	12	30	-7	-1	-9	-15	0	10	24	-10	4	0	-4	-7	-4	9	16	-1	-30	0	1	9	16	9	48	-9	8	-4	-2	-3	-15	-21	-26	6	2	1	6	11	-2	-1	-52	-2	-12	0	1	-6	-1	-15	-52	-35	7	3	1	2	17	17	76	8	piedra
-4	1	0	-2	-16	-25	-1	1	-8	-2	1	-1	1	9	1	-8	-2	2	-2	-1	1	10	-2	-2	-1	-1	-2	-5	20	-5	-1	-1	1	0	3	9	-13	-18	1	1	-13	-9	-4	-3	-4	11	-1	0	1	3	4	5	15	3	0	-4	-3	-5	-8	-14	-33	-3	-1	5	tijeras
-6	-6	0	1	-9	-1	-13	-13	2	2	-1	4	8	-7	6	-3	-16	0	-3	-3	12	23	7	1	11	8	5	8	-1	-33	7	-4	-9	-10	-3	-2	-8	23	0	-3	10	-1	1	1	10	1	-5	-4	-13	-2	-4	-8	-22	-58	-15	-5	-5	-1	-3	0	9	14	10	35	ok
-10	-2	-1	0	5	28	-2	-3	12	1	1	-3	-12	-35	-2	15	0	-1	-2	0	4	2	-2	-10	-2	-2	-3	-2	-4	0	-2	-2	-11	-2	0	-5	2	-10	-4	4	-2	-2	0	-3	9	23	-1	-29	-8	-3	-5	-4	-23	-24	3	12	-7	-1	-2	-4	-23	-30	-6	7	ok
-1	31	-1	4	4	-23	-1	10	-14	-11	-1	0	28	41	1	-23	51	23	-1	-5	-32	-12	-3	-16	-32	-20	-12	-5	30	28	3	-10	32	-31	4	7	14	21	14	22	-17	-2	-9	8	-26	-36	-8	3	-52	-31	-1	1	3	-20	-10	1	19	7	5	3	-7	17	5	1	papel
0	-1	-2	-3	-8	-3	-3	-6	-2	-4	1	1	-36	-37	-2	1	-4	-3	0	1	1	-14	2	5	8	-4	-5	-4	22	39	0	-4	-6	0	0	-1	-4	-3	-1	3	0	-3	-1	-1	0	-8	-1	-7	-6	-3	-3	-2	3	12	2	-3	1	0	-2	-3	2	4	-2	-6	tijeras
-4	3	8	3	-5	-19	-2	1	-7	-2	-8	-10	5	-45	-11	-9	-13	19	5	5	-4	10	7	5	-3	-25	-6	6	5	37	3	-9	2	36	-1	-6	-7	-15	4	4	-5	-9	-3	-1	-9	-45	-8	-17	0	8	2	-9	-2	-13	-6	-1	-6	-23	-10	3	-7	10	-6	5	papel
0	-3	-3	-6	17	28	1	-4	0	-3	-2	-3	-9	-8	-4	-3	-3	-2	-2	4	-1	18	2	-5	-8	2	6	2	-54	-60	-2	1	32	6	3	1	41	-6	-1	1	-14	3	2	2	-8	-9	1	-6	-4	-1	-4	-7	-11	-2	-3	-6	17	-1	-6	-1	44	52	3	20	tijeras
-10	-38	-3	-2	15	2	-2	0	13	-29	-21	-4	-3	16	3	-18	-4	19	1	-2	4	-11	2	28	14	3	6	-2	-31	-15	-7	-4	1	28	6	3	18	58	4	-11	-11	-17	-8	-6	-10	10	0	1	-3	-1	-4	-6	4	-4	-3	-10	6	33	-4	2	15	-4	-4	8	papel
-1	-3	-2	2	-25	-22	-3	5	-27	0	-1	-5	-27	-37	-8	-10	6	1	1	1	39	-11	0	1	4	-1	0	3	-65	-8	-2	-4	-4	0	-2	0	5	13	2	7	-8	-2	-5	-4	9	24	2	-14	10	2	0	4	11	8	2	3	-5	-3	-1	-2	1	-19	-4	-1	tijeras
-20	-11	-7	-3	34	44	5	-2	9	7	6	11	-32	-54	-7	2	10	-2	-4	-5	-6	-13	2	0	-6	-2	-4	-5	0	14	-3	-13	-2	0	-1	-5	-2	-6	-1	6	-12	-2	-4	-2	0	24	1	-6	3	1	1	-1	23	13	1	3	-9	-3	0	0	4	-7	-3	-3	tijeras
-29	-3	-7	-5	56	61	1	-9	-5	-6	3	6	-50	-26	-6	-1	-39	-2	-2	1	-15	-23	-1	-3	17	5	-2	-8	16	8	0	8	-4	1	1	5	-23	-10	-5	-12	15	3	0	0	41	24	-4	2	-1	0	4	6	-1	5	1	-2	-17	-5	-2	-4	-17	-10	-1	-8	tijeras
-32	19	1	-18	13	-7	1	-14	9	-7	-9	1	1	5	-81	-25	-18	10	13	-3	-1	-5	-23	8	-6	-18	-2	15	14	42	69	26	7	4	3	1	-6	-1	27	-9	16	2	3	7	3	-1	64	10	2	-10	-6	-16	-5	10	10	1	-17	5	0	2	-2	-33	-55	-26	piedra
4	0	-1	1	3	-19	-1	4	4	3	-7	-6	43	62	-4	-3	6	3	1	0	-5	-13	3	1	-17	-11	-6	-6	10	15	-1	-3	-23	-10	0	-1	13	21	-6	-13	-10	11	5	6	-22	-6	6	-1	30	2	-3	-5	7	-15	2	9	-7	2	-5	-2	52	43	-2	-8	tijeras
-27	2	0	-6	11	34	99	7	0	-1	1	-1	4	12	3	15	-40	0	2	15	-18	-42	-128	-42	33	-8	1	10	-8	-32	11	22	29	-2	-11	-32	3	36	64	-12	-26	-2	0	0	16	14	-15	-25	-16	4	3	2	-6	16	-47	-40	22	-3	-2	6	5	-17	-57	-9	piedra
-15	-5	5	8	0	-16	-18	-2	-11	3	-3	2	-2	2	-44	-25	-14	-5	-4	-17	3	-13	-88	6	-7	-5	-8	6	3	0	87	39	14	17	6	-3	2	26	39	12	29	-6	-2	8	9	5	-16	-21	-2	7	1	5	-7	-2	20	-30	-20	-8	-6	-4	19	0	-84	2	piedra
46	-3	-7	0	8	-15	-2	52	-13	8	1	9	-29	-22	-9	-14	20	-16	17	4	8	-8	16	11	-9	5	-3	-2	1	32	-7	-19	-6	12	0	-2	-7	-1	-2	16	10	-12	-4	-5	5	1	-5	-2	-16	-3	-7	-1	4	3	-1	2	7	20	3	-2	-4	13	3	-8	papel
7	-3	1	0	-1	-9	-18	-54	-18	-4	-5	-8	1	5	-31	10	8	-7	-5	-2	-31	-30	-112	10	15	0	2	-8	31	23	125	31	-23	-6	-3	8	0	25	-119	-6	7	-3	-1	4	19	8	34	-4	-9	-1	3	3	-16	-18	-128	-27	-41	-10	-6	-4	-21	-61	-109	-44	piedra
-8	-2	1	-1	15	-1	-3	-4	-2	-2	3	4	-17	6	-4	-3	-1	-3	-3	-4	26	17	0	-3	22	3	0	0	-1	-12	-1	-3	4	1	2	0	-17	-11	-1	-2	-5	0	-1	-4	9	8	1	0	-11	-1	-3	-3	12	9	-2	-4	-17	1	-1	0	1	-5	0	0	tijeras
-7	-81	-5	-2	-14	-36	-3	-3	-3	2	0	-1	13	6	-4	-3	3	0	-8	-7	6	24	-1	-4	-13	-31	-7	-3	1	-29	-7	4	10	40	7	3	32	73	10	4	-1	11	4	5	-29	-41	-2	2	2	-9	-7	-9	-5	-3	1	2	-6	-4	-2	-2	-30	-25	-4	-12	papel
-4	0	-4	2	7	14	8	11	1	0	3	0	11	-4	2	8	19	3	4	3	-14	-15	-7	6	3	-1	-2	2	18	29	6	-2	-5	-2	-3	-4	-16	-13	-9	-8	8	-2	-5	-3	-2	20	3	0	-5	-3	-3	0	8	7	-4	-7	0	0	1	-2	-6	-32	-6	-4	ok
3	-2	-3	-4	-4	-4	-3	0	8	-3	-6	-5	-21	-28	-2	10	-7	-2	-2	2	-17	3	3	-27	-14	-1	-1	1	1	-10	-5	-5	3	7	6	5	17	10	5	-1	-3	2	1	0	-1	0	0	-4	4	1	-3	-2	14	18	-4	1	1	-2	-2	-4	-9	-19	-5	-2	ok
-1	-4	-2	-7	5	-30	-26	-35	-9	-4	-7	-20	-2	-23	15	-1	-18	-9	-5	-5	-14	39	3	-4	21	4	1	5	12	-12	4	-6	5	1	3	14	-32	-36	-21	-16	1	0	1	2	46	10	17	10	11	4	-2	-16	-24	-22	0	-4	-26	-12	-4	-2	-10	-21	-13	-13	ok
-10	-5	-1	1	37	112	3	6	3	1	5	4	-30	-41	-7	-19	19	10	6	4	-1	16	23	24	11	6	0	3	0	-6	1	4	19	-2	-1	3	-7	-32	-12	1	-1	0	-2	-2	5	-23	-13	-2	-11	-8	-6	-11	7	11	-6	-2	4	2	3	-1	-5	4	1	-11	ok
-25	6	-6	-9	-19	-26	-63	-14	-2	-18	-14	-3	-33	-81	29	-15	25	3	3	2	38	60	-56	-35	11	5	5	0	-2	14	-78	85	15	7	7	4	-5	-7	71	75	-3	0	-2	-4	21	40	32	19	-14	-11	-9	-7	-44	-73	-128	-70	46	16	9	6	20	44	126	4	piedra
-12	0	0	0	11	-28	4	2	6	-1	-2	-5	-7	-5	2	-10	-20	-2	1	1	4	-29	-4	-9	6	0	4	3	-2	-45	-12	-6	2	-2	1	-1	-1	20	11	8	9	0	0	-5	-3	-24	-21	-1	-6	2	2	3	6	41	15	2	-16	-1	-6	-4	-6	1	-15	-4	ok
5	-7	0	11	1	5	-27	-19	-20	-5	-1	-2	18	8	56	-22	0	-3	-1	-1	-7	14	78	53	-15	2	-2	-3	-4	-6	-25	-14	9	-6	1	0	0	9	55	1	8	-1	0	-2	-4	-22	-14	-14	-4	2	7	14	3	6	-49	23	-5	0	5	2	-1	-25	-17	-62	piedra
-32	-1	-2	-2	19	22	-13	-4	-20	0	-2	-6	-7	-1	1	-3	58	0	1	5	-16	-8	26	19	-15	2	-2	-5	16	25	55	7	-29	1	2	6	-5	-7	-38	-8	24	3	1	-1	2	0	13	0	-34	-6	-4	-11	-4	3	-86	-21	1	2	6	17	14	-16	92	52	piedra
37	4	2	0	0	-20	-5	4	2	0	0	-2	-10	-1	-4	2	-15	-5	-6	-7	21	27	0	-7	-17	-6	-4	-9	-19	-26	-6	-14	-10	3	3	2	-1	5	3	12	-9	-1	4	2	5	2	-4	-2	-6	-1	-2	-4	-10	-10	-4	-10	9	-1	1	2	-35	-28	-3	1	tijeras
-3	-1	-2	-16	-5	-44	-4	19	-5	0	-3	-1	-9	-4	-2	-10	-2	-1	-6	-9	0	-25	-1	-3	-1	1	-1	2	11	39	-6	-10	-5	-7	-4	2	-7	5	-8	-7	-9	3	0	-1	8	50	17	39	0	-3	0	0	-5	-6	-4	7	-10	5	10	16	-6	19	9	-18	ok
5	-3	-1	-4	30	12	-4	-15	2	-3	-5	-7	26	12	0	25	5	4	4	4	-6	-6	3	4	-10	-3	-5	-4	-1	-5	1	1	6	2	2	1	-8	-3	-1	-1	-11	-2	2	3	13	-3	-2	-12	-4	-1	-1	-2	-10	-9	-1	-1	-11	-4	-1	-2	2	2	3	1	tijeras
23	8	-5	-6	20	34	-3	25	11	4	8	12	0	-29	1	-9	-21	6	-8	-18	3	9	0	20	6	7	0	0	-27	-79	8	-14	0	1	4	20	1	22	2	-13	1	-5	-13	-20	17	68	9	8	-2	-3	5	5	-27	-52	-17	-17	6	-12	-6	-7	12	12	-1	17	ok
8	14	2	9	-19	-10	-22	1	-43	-3	-5	14	5	-19	-110	-34	15	-6	-6	1	-19	-43	-18	4	-8	-6	-12	-69	-21	2	-7	5	36	-6	-1	-3	-7	-24	-61	-22	-16	10	2	0	-15	-18	53	11	5	-2	-2	12	24	14	3	7	14	-3	0	16	4	5	20	7	piedra
-9	-4	-2	-2	-11	8	2	-6	-4	0	-1	-3	-22	-30	-2	3	3	1	7	11	16	9	2	2	-10	-1	-4	-6	9	1	-2	-5	1	0	1	3	-2	20	1	4	-8	-2	0	-1	10	-9	-1	-7	27	3	-2	-3	-19	-19	-6	-2	0	3	2	4	31	10	6	16	tijeras
9	-1	-2	-1	18	8	3	7	-12	-2	-1	-1	-11	-4	-5	-11	26	1	-1	-2	22	34	3	15	-33	-10	3	4	-45	-48	-2	-6	-2	5	3	2	6	-1	2	-1	33	5	-1	-4	-12	-7	1	13	-17	-5	-5	-4	0	10	-5	-10	-1	8	0	3	21	9	-1	-7	tijeras
-16	-1	22	-5	-3	-5	-11	10	9	35	0	10	-4	8	15	21	-9	-47	-15	-8	3	3	-35	-25	5	3	3	3	-6	3	24	0	-9	8	-12	0	-6	-14	5	-21	-10	-34	5	0	15	3	26	24	-12	17	2	8	-2	0	-26	-26	38	6	2	-4	-3	-30	-24	8	piedra
-21	-24	-3	-6	-19	-11	-19	-9	-2	1	0	10	26	9	-1	4	-21	-6	1	7	4	-4	28	13	21	3	4	2	0	18	9	1	6	10	0	-2	-4	-26	1	-11	-9	3	0	-3	-7	1	-71	-8	21	1	-5	4	0	-9	42	11	-19	-11	-5	-1	3	12	17	-2	piedra
-8	-7	0	-3	-3	-12	1	-2	0	-5	-4	-1	-3	-5	0	3	4	3	-3	0	-12	-10	-5	-7	6	16	4	1	6	-4	0	11	-2	-18	6	-1	8	12	-3	-5	1	-2	-3	-2	6	15	-3	-4	-1	2	3	-2	-8	-6	2	0	1	-4	10	9	-3	-14	-7	9	papel
7	2	-12	-40	13	-7	7	-27	-26	-1	-2	9	0	32	-6	-8	8	0	-1	-8	-32	9	13	-2	-8	0	-5	7	30	-55	-11	-15	10	19	6	5	-1	-17	1	-5	-10	-13	8	18	16	52	2	-17	-9	-9	-16	-35	-11	24	8	-17	3	-2	1	8	-20	-34	7	39	ok
1	-4	-9	4	22	-58	-21	18	-5	7	-3	-2	7	-23	-12	-5	2	10	1	3	-13	-3	6	12	7	-4	-1	-3	11	11	-9	-17	-17	9	-18	-17	-50	-23	-1	2	3	16	13	5	12	38	-2	-16	-11	-49	-12	0	23	4	8	-1	25	11	8	1	-20	-13	-2	25	papel
19	-4	1	4	15	19	-1	-1	-10	7	6	3	-44	-75	0	8	25	5	-1	-1	-6	-20	-3	-7	-12	-14	0	-2	-2	9	1	30	7	-4	-9	-6	31	37	-3	-10	-12	-4	-1	-3	38	65	5	14	-19	-1	2	5	-55	-76	-3	-3	43	7	1	-3	14	1	-3	-2	tijeras
11	-55	1	-4	15	3	-1	9	-15	6	0	5	25	6	0	-29	11	21	-4	-8	8	16	1	13	42	20	-4	2	8	-18	-3	-13	-34	-10	-1	4	-10	19	-2	4	-15	-16	-2	4	3	11	5	1	13	7	-8	-4	-11	-32	-7	-1	-1	-11	6	5	31	22	2	7	papel
10	-2	-1	0	-18	-17	-5	7	-14	-6	-4	-5	30	17	-1	-6	19	3	2	6	9	9	0	-1	7	3	4	3	-11	-39	-3	-5	47	7	3	-1	-13	-16	0	4	3	-5	0	4	3	-12	0	8	0	-6	-1	-1	15	4	-2	-6	-17	9	4	6	14	-3	-3	3	tijeras
-8	-7	-1	-2	1	-14	-2	-1	-7	13	-1	-5	6	0	-2	-8	22	-14	-5	0	-13	-6	7	38	-2	6	-3	1	2	-17	-3	0	9	-15	0	3	9	-17	-6	-1	-21	-9	0	-4	-1	44	4	-12	7	5	-1	-4	19	-9	-1	-21	0	8	-4	-1	-9	0	2	31	papel
6	2	3	1	5	15	3	4	-4	-3	-2	-6	3	-22	-7	-2	4	-6	-5	-5	18	21	-8	-7	-5	2	2	1	-25	-41	2	12	2	0	1	0	-11	-6	4	-3	-3	0	-1	-2	-11	-15	-6	-3	-9	-4	-6	-2	15	-9	-5	-2	25	-2	1	-1	-3	-9	-3	-3	ok
